organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
996529827,TØMMERBERGS BILOUTLET,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-02-07,,,922 00 236,arvetom@online.no,,996519929,,,,,,,False,,,,,,2026-04-11,2011-02-01,
996537587,FRYDENBØ BIL VPL AS AVD SALG SOGNDAL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-02-08,,,,,,967149098,,,,,,,False,,,,,,2026-04-11,2011-01-01,
996578682,NETTO NORGE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-02-18,,,,,,962077536,,,,,,,False,,,,,,2026-04-11,2010-01-01,
996578879,SVENSSON BIL OG HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-02-18,www.svenssonbil.no,,908 20 052,trond@svenssonbil.no,,968104209,,,,,,,False,,,,,,2026-04-11,2010-01-01,
996579832,BILVAREHUSET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2405,ELVERUM,,,2011-02-18,,,,,,970990666,,,,,,,False,,,,,,2026-04-11,2010-01-01,
996597172,FRYDENBØ BIL VPL AS AVD SALG LODDEFJORD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5893,BERGEN,,,2011-02-19,,,,,,967149098,,,,,,,False,,,,,,2026-04-11,2011-01-01,
996605698,NESBRU TILHENGER SERVICE AS,47.810,Detaljhandel med motorvogner,29.200,Produksjon av karosserier og tilhengere,,,BEDR,,,,,,,,6,,2011-02-22,,,,martin@tilhengerportalen.no,,996592839,,,,,,,False,,,,,,2026-04-11,2011-01-03,
996621502,RS AUTO Rasoul Shiyardari,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-02-24,,,466 29 299,rs-auto@live.no,,996540235,,,,,,,False,,,,,,2026-04-11,2011-02-08,
996638693,LISTER BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4550,FARSUND,,,2011-03-01,,,,,,933776743,,,,,,,False,,,,,,2026-04-11,2011-01-01,
996650839,AVETTI MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2011-03-03,,,,,,996646300,,,,,,,False,,,,,,2026-04-11,2011-02-10,
996700933,PÅL SIGURD MOSTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-03-15,,,46611602,,,996657302,,,,,,,False,,,,,,2026-04-11,2011-03-01,
996709779,HAUVAC AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-03-17,www.hauvac.no,46 98 09 00,,post@hauvac.no,,996697436,,,,,,,False,,,,,,2026-04-11,2011-03-02,
996722767,LARVIK BRUKTBIL HANDEL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-03-21,,,976 41 797,ammar-h@hotmail.com,,912900029,,,,,,,False,,,,,,2026-04-11,2011-03-16,
996732894,BIL & CARAVAN MOLDE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2011-03-23,,,94157710,,,996688003,,,,,,,False,,,,,,2026-04-11,2011-03-07,
996788008,NOR-TRADE,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,7037,TRONDHEIM,,,2011-04-05,www.nor-trade.no,73 90 50 00,400 44 454,,,996777529,,,,,,,False,,,,,,2026-04-11,2011-03-30,
996810666,AUTO 90,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-04-11,,90 91 63 00,909 16 300,tho-syv@online.no,,856285782,,,,,,,False,,,,,,2026-04-11,2009-01-01,
996810968,ANDERS EIDE,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,1379,NESBRU,,,2011-04-11,,66 84 72 62,48268797,anderseide@hotmail.com,,945519975,,,,,,,False,,,,,,2026-04-11,2009-01-01,
996819132,NORDVIK GRUPPEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,28,,2011-04-13,nordvik.no,75 40 44 00,,,,988960144,,,,,,,False,,,,,,2026-04-11,2011-04-12,
996847322,BARKÅS BIL OG BÅT TOM O. BARKÅS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-04-26,,,,,,946131237,,,,,,,False,,,,,,2026-04-11,2009-01-01,
996874257,GRONG AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-11,,,,,,996851915,,,,,,,False,,,,,,2026-04-11,2011-03-14,
996881784,OLAV SÆTER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-03,,,918 07 667,olav@polaris-nordmore.no,,996872157,,,,,,,False,,,,,,2026-04-11,2011-03-30,
996885593,ORRE BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-04,www.orrebil.no,63 85 62 00,,post@orrebil.no,,996852792,,,,,,,False,,,,,,2026-04-11,2011-04-01,
996890996,BILFABRIKKEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-05,,,,,,996883906,,,,,,,False,,,,,,2026-04-11,2011-05-02,
996908895,RS-GARAGE V/RONNY SKAUG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-10,,,906 73 602,flexironny@gmail.com,,996899160,,,,,,,False,,,,,,2026-04-11,2011-05-01,
996922723,TRØNDELAG MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,8,,2011-05-14,,,975 96 000,post@trondelagmotor.no,,996853195,,,,,,,False,,,,,,2026-04-11,2011-04-12,
996943984,FINNMASKIN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3401,LIER,,,2011-05-21,,32 22 69 00,,post@finnmaskin.no,,996900142,,,,,,,False,,,,,,2026-04-11,2011-05-03,
996964795,MOBILE KJELLER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,50,,2011-05-26,,,,,,996926176,,,,,,,False,,,,,,2026-04-11,2011-07-01,
996966003,CFJ AUTO - CHRISTIAN JOHANSEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-05-26,,,,,,996868710,,,,,,,False,,,,,,2026-04-11,2011-05-23,
997010183,DR AUTOSPA,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-06-14,,,909 92 035,dr.bruktbil@hotmail.no,,996992128,,,,,,,False,,,,,,2026-04-11,2011-06-06,
997011600,BEST BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2408,ELVERUM,,,2011-06-08,www.bestbilsalg.no,41 49 89 09,907 44 911,tore@bilmax.no,,997003012,,,,,,,False,,,,,,2026-04-11,2011-05-18,
997012658,AGDER AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-06-08,www.agderautoas.no,37 02 06 00,911 09 839,bil@agderautoas.no,,996967212,,,,,,,False,,,,,,2026-04-11,2011-05-15,
997041798,MORSTAD BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-06-18,,,916 26 000,,,997020324,,,,,,,False,,,,,,2026-04-11,2011-06-08,
997041836,AUTO TJUVHOLMEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-06-18,,,,,,997020367,,,,,,,False,,,,,,2026-04-11,2011-03-21,
997100425,RAMNES BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-06-30,,,,,,929984978,,,,,,,False,,,,,,2026-04-11,2011-06-28,
997106334,MONÊT HOLDING GJERMUND RØED,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3066,DRAMMEN,,,2011-07-02,,,975 96 997,gjermund@refrance.no,,996942007,,,,,,,False,,,,,,2026-04-11,2011-06-01,
997159357,CARHOUSE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-07-20,,,,,,913314336,,,,,,,False,,,,,,2026-04-11,2011-07-20,
997196392,BESE AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-08-08,,,976 29 779,beseautoas@yahoo.no,,997154819,,,,,,,False,,,,,,2026-04-11,2011-08-04,
997241835,BILER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-08-18,,,93209032,remihylleseth@gmail.com,,998548721,,,,,,,False,,,,,,2026-04-11,2011-08-10,
997243242,MOSS AUTOCENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-08-20,www.mossautocenter.no,+4769269840,+4791852700,harald@mossautocenter.no,,897240432,,,,,,,False,,,,,,2026-04-11,2011-08-17,
997355679,AUTOKONSEPT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-09-19,,,45237142,,,997313852,,,,,,,False,,,,,,2026-04-11,2011-09-01,
997356101,USBERK AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,2003,LILLESTRØM,,,2011-09-19,www.usberk.no,,463 90 821,aysegul@usberk.no,,997332261,,,,,,,False,,,,,,2026-04-11,2011-09-07,
997388003,AASE GROUP AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-09-24,,41 20 20 41,,,,997039289,,,,,,,False,,,,,,2026-04-11,2011-07-01,
997423860,INGERS MUSIKK OG AUTO INGER JORSTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-10-03,,,90409750,inger.jorstad@googlemail.com,,997372751,,,,,,,False,,,,,,2026-04-11,2011-09-27,
997457412,NORSK AUTOFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3359,EGGEDAL,,,2011-10-11,,,,,,997411579,,,,,,,False,,,,,,2026-04-11,2011-09-03,
997474708,SPECTRA AUTO ØSTFOLD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-10-15,,,,,,997459172,,,,,,,False,,,,,,2026-04-11,2011-09-21,
997480791,NARVIK MARINA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-10-18,,,,,,997475976,,,,,,,False,,,,,,2026-04-11,2011-10-15,
997527283,SKAANE BIL AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-10-29,,,,,,997509889,,,,,,,False,,,,,,2026-04-11,2011-10-05,
997553381,TESLA NORWAY AS AVD SKØYEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,80,,2011-11-05,,51 96 28 00,94535240,,,997433173,,,,,,,False,,,,,,2026-04-11,2011-08-25,
997570502,BILSENTERET VEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1351,RUD,,,2011-11-08,,,,,,991181598,,,,,,,False,,,,,,2026-04-11,2011-01-01,
997645960,AT BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-11-24,www.atbil.no,,413 72 020,post@atbil.no,,997621425,,,,,,,False,,,,,,2026-04-11,2011-11-11,
997651413,RYDNING BIL OG MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,9370,SILSAND,,,2011-11-26,,,,rmsrace@gmail.com,,997543912,,,,,,,False,,,,,,2026-04-11,2011-11-18,
997651537,KROKEN CARAVAN AS AVD ÅNDALSNES,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,16,,2011-11-26,www.krokencaravan.no,71 22 02 00,,salg@kroken.no,,997615603,,,,,,,False,,,,,,2026-04-11,2011-11-09,
997680987,CLASSIC 9 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0552,OSLO,,,2011-12-05,www.classic9.no,,97056900,info@classic9.no,,897667762,,,,,,,False,,,,,,2026-04-11,2011-11-23,
997681657,EIENDOMSPLANETEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-12-05,,,,,,997671058,,,,,,,False,,,,,,2026-04-11,2011-12-02,
997685989,AUTOSENTER KOLBOTN ANS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-12-05,,,930 63 802,,,997553527,,,,,,,False,,,,,,2026-04-11,2011-01-01,
997699033,SETA TRADING & CONSULTING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2011-12-07,,,97560537,seta.consulting@outlook.com,,915813798,,,,,,,False,,,,,,2026-04-11,2011-12-01,
997789407,RS BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-04,,,930 19 111,rk@rskonsult.no,,997769953,,,,,,,False,,,,,,2026-04-11,2012-01-01,
997791932,GRETLAND BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-01-04,,,,,,917802866,,,,,,,False,,,,,,2026-04-11,2012-01-02,
997792475,DBBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-04,,38 13 97 00,,,,997783999,,,,,,,False,,,,,,2026-04-11,2012-01-02,
997809149,AUTOSPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-09,www.autosport.no,73 60 60 40,926 69 700,post@autosport.no,,997796659,,,,,,,False,,,,,,2026-04-11,2012-01-01,
997831357,GJØVIK BILSENTER AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,BEDR,,,,,,,,,,2012-01-14,www.gjovikbilsenter.no,,47473939,salg@gjovikbilsenter.no,,997818369,,,,,,,False,,,,,,2026-04-11,2012-01-15,
997865758,BØLSTAD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5843,BERGEN,,,2012-01-21,,,,,,997854543,,,,,,,False,,,,,,2026-04-11,2012-01-01,
997879643,AUTOMOTE IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-24,,,900 92 948,,,997864832,,,,,,,False,,,,,,2026-04-11,2012-01-17,
997885074,BOTTOLFS BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-25,,,,bottolfs.bil@gmail.com,,997672593,,,,,,,False,,,,,,2026-04-11,2011-11-27,
997886925,BARE BIL EIENDOM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-26,,,,,,997883853,,,,,,,False,,,,,,2026-04-11,2012-01-11,
997899873,RINGERIKE BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-01-30,,,40454392,house65@hotmail.no,,999538673,,,,,,,False,,,,,,2026-04-11,2012-02-01,
997919122,NORTECH BODØ AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-02-01,,,,,,997896572,,,,,,,False,,,,,,2026-04-11,2012-01-23,
997930541,WS TRANSPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-02-04,,,462 72 168,,,997905865,,,,,,,False,,,,,,2026-04-11,2012-01-01,
997961706,AUTO REFRANCE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,3066,DRAMMEN,5,,2012-02-11,,,975 96 997,gjermun@refrance.no,,997939816,,,,,,,False,,,,,,2026-04-11,2012-02-01,
997973178,MAX BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-02-14,,69 17 58 11,,,,997956192,,,,,,,False,,,,,,2026-04-11,2012-01-02,
997987667,BYLUND BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-02-16,,,98401662,cadmantb@ntebb.no,,997972163,,,,,,,False,,,,,,2026-04-11,2012-02-01,
997989066,ELBILMEK AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2012-02-16,www.elbilmek.no,,96801716,elbilmek@gmail.com,,997874552,,,,,,,False,,,,,,2026-04-11,2012-01-05,
997989538,OVERHALLA VAREBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,7864,OVERHALLA,,,2012-02-16,,,90070115,,,997971345,,,,,,,False,,,,,,2026-04-11,2012-01-17,
998010705,BRAUTEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-02-22,,,,,,998001447,,,,,,,False,,,,,,2026-04-11,2012-02-06,
998033934,GUMPENS AUTO ØST AS AVD BILSALG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,4673,KRISTIANSAND S,18,,2012-02-28,,,,,,994572911,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998054095,ALF AUTO SABAR ALI AFTAB,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-05,,,,sabir_2010@hotmail.com,,998033381,,,,,,,False,,,,,,2026-04-11,2011-02-26,
998058821,AUTO GARANTI SENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-06,www.autogarantisenter.no,,,info@autogarantisenter.no,,998051312,,,,,,,False,,,,,,2026-04-11,2012-01-25,
998063523,HS MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2024,GJERDRUM,,,2012-03-07,www.hsmotor.no,21 42 09 09,,post@hsmotor.no,,898037622,,,,,,,False,,,,,,2026-04-11,2012-03-01,
998073405,VELAND AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2012-03-08,www.velandauto.no,,928 56 127,trond@velandauto.no,,998020107,,,,,,,False,,,,,,2026-04-11,2012-03-02,
998106451,SØLVBERG HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-16,,,,,,940928095,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998117119,EV INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-16,,,,,,988909750,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998118190,HEDIN AUTOMOTIVE AS AVD STAVANGER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,29,,2012-03-16,,51 96 50 00,,,,989690728,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998127335,ERA BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0211,OSLO,,,2012-03-17,,,454 11 229,,,998041597,,,,,,,False,,,,,,2026-04-11,2012-02-07,
998128099,BDD SERVICES,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-17,,32 79 00 33,,ms-norge@bof-nett.no,,898079422,,,,,,,False,,,,,,2026-04-11,2012-03-08,
998147301,ALFASPESIALISTEN TOMMY TRANSETH,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-21,,,940 01 073,,,998136954,,,,,,,False,,,,,,2026-04-11,2012-01-01,
998149762,BIL GARASJEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2324,VANG PÅ HEDMARKEN,,,2012-03-21,,,952 77 429,,,898126692,,,,,,,False,,,,,,2026-04-11,2012-03-09,
998150493,MARTIN ANDERSEN AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,3472,BØDALEN,6,,2012-03-21,,,,,,915930263,,,,,,,False,,,,,,2026-04-11,2012-03-15,
998155649,TOMREN BIL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-22,,,,,,912828824,,,,,,,False,,,,,,2026-04-11,2012-01-01,
998157692,H TRADING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-22,,,,,,997915186,,,,,,,False,,,,,,2026-04-11,2012-01-01,
998188180,BIL-COM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-03-29,,,,,,992355115,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998202159,AUTOKOMPANIET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-04-03,www.autokompaniet.no,,,,,998187605,,,,,,,False,,,,,,2026-04-11,2012-03-23,
998219833,VELIN MILKOV KOKALOV,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-04-12,,,,,,985515638,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998224934,R.D.BIL v/Ronny Drevland,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-04-12,,,,ronnydrevland@gmail.com,,994511319,,,,,,,False,,,,,,2026-04-11,2011-01-01,
998272726,MOTONOVA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-04-19,,,,,,989173707,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998275342,AUTO GOBERG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3701,SKIEN,,,2012-04-21,www.autogoberg.no,,,post@autogoberg.no,,885288812,,,,,,,False,,,,,,2026-04-11,2010-01-01,
998324572,CARTRADE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-02,www.cartrade.no,,900 86 325,kg@cartrade.no,,998297060,,,,,,,False,,,,,,2026-04-11,2012-05-01,
998336406,S-BRUKTBIL V/SARWAT SALEEM UD DIN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-05,,,905 40 673,,,986901264,,,,,,,False,,,,,,2026-04-11,2012-05-01,
998337348,SCHMITZ CARGOBULL NORGE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-05-05,,,97556959,,,998247950,,,,,,,False,,,,,,2026-04-11,2012-04-01,
998369630,CMAX AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-12,,,480 25 959,,,998359104,,,,,,,False,,,,,,2026-04-11,2012-04-30,
998392748,CARS2GO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-19,www.cars2go.no,77 00 20 60,,post@cars2go.no,,998361907,,,,,,,False,,,,,,2026-04-11,2012-04-23,
998393302,KAUSLAND EIENDOM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-19,,,,,,998385571,,,,,,,False,,,,,,2026-04-11,2012-05-09,
998411475,BILIN BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-23,,,,,,898310612,,,,,,,False,,,,,,2026-04-11,2012-03-01,
998441072,HYPER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-05-31,,,,,,898434052,,,,,,,False,,,,,,2026-04-11,2012-04-01,
998451841,NAVIGARE 2 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-06-04,,,,,,993457760,,,,,,,False,,,,,,2026-04-11,2010-05-06,
998462126,CAR-X AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-06-06,,,40095535,g0599547@hotmail.com,,898456412,,,,,,,False,,,,,,2026-04-11,2012-05-21,
998488265,FJELL AUTO V/ HASTI AYAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-06-12,,,984 93 906,hastiar-ayad@hotmail.com,,998453380,,,,,,,False,,,,,,2026-04-11,2012-06-01,
998498473,HSR AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2012-06-14,,,,,,998484960,,,,,,,False,,,,,,2026-04-11,2012-05-02,
998505690,BERGEN BILCENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5868,BERGEN,11,,2012-06-16,,,,,,998488656,,,,,,,False,,,,,,2026-04-11,2012-05-25,
998535603,CADILLAC RANCH AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-06-23,www.cadillac-ranch.no,63 85 65 29,906 73 525,post@cadillac-ranch.no,,998474213,,,,,,,False,,,,,,2026-04-11,2012-05-01,
998559200,LOYAL AUTO AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,4307,SANDNES,,,2012-06-28,,,413 80 116,michel@loyalauto.no,,998551056,,,,,,,False,,,,,,2026-04-11,2012-06-01,
998572800,TILHENGERSERVICE SKIEN AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-07-02,,35 50 11 50,,post@tilhengerservice.no,,998552591,,,,,,,False,,,,,,2026-04-11,2012-07-01,
998588405,WILLY-ANDRE KVALSVIK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-07-04,,,97586756,willy_kvalsvik@hotmail.com,,998516595,,,,,,,False,,,,,,2026-04-11,2012-07-01,
998612586,BIL & LAKKSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,16,,2012-07-11,,,,,,998584477,,,,,,,False,,,,,,2026-04-11,2012-06-14,
998633915,GILJE AUTO,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-07-19,,,960 41 140,tgilje@live.no,,898590232,,,,,,,False,,,,,,2026-04-11,2012-05-01,
998675308,ROMERIKE AUTOHUS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-08-04,,,,,,917338795,,,,,,,False,,,,,,2026-04-11,2012-08-01,
998707897,NESBUKTA TRADING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-08-14,,66 98 08 87,900 55 333,kaitomte@gmail.com,,898693902,,,,,,,False,,,,,,2026-04-11,2012-07-27,
998729505,FORUS BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2012-08-20,,,,,,926019899,,,,,,,False,,,,,,2026-04-11,2012-09-01,
998754038,ROMERIKE BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2027,KJELLER,,,2012-08-25,,,,,,998735092,,,,,,,False,,,,,,2026-04-11,2012-09-01,
998794005,BILAVDELINGEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-09-05,,,,,,998788463,,,,,,,False,,,,,,2026-04-11,2012-09-01,
998824451,STÅL OG BYGGMONTERING AS,47.810,Detaljhandel med motorvogner,47.820,Detaljhandel med deler og utstyr til motorvogner,,,BEDR,,,,,,,,,,2012-09-13,,,,,,998793238,,,,,,,False,,,,,,2026-04-11,2012-08-27,
998833558,OPPHAUGVEIEN 3 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1703,SARPSBORG,,,2012-09-15,,,,,,998826977,,,,,,,False,,,,,,2026-04-11,2012-09-10,
998851068,CP NORDIC.NO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2012-09-18,,,,tl@cpnordic.no,,998824117,,,,,,,False,,,,,,2026-04-11,2012-08-28,
998865077,HARESTUA BIL AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,6,,2012-09-22,,,,,,998828309,,,,,,,False,,,,,,2026-04-11,2012-08-15,
