organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato
937380445,AHMED DAKDOUKA,47.810,Detaljhandel med motorvogner,,,,,ENK,Eidsbrekka 26,5281,VALESTRANDSFOSSEN,OSTERØY,4630,,,,,2026-03-18,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937380895,EUROBIL INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Svarverudveien 1C,3517,HØNEFOSS,RINGERIKE,3305,,,,2026-02-05,2026-03-18,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937385234,TRYGGAUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kristian brenners vei 66A,3026,DRAMMEN,DRAMMEN,3301,,,,2026-02-24,2026-03-19,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937386311,ANTONSEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Årvollskogen 27,1529,MOSS,MOSS,3103,,,,2026-03-05,2026-03-19,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937392710,ELIBRA BIL EKSPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stasjonsvegen 17,3800,BØ I TELEMARK,MIDT-TELEMARK,4020,3801,BØ I TELEMARK,,2026-03-05,2026-03-20,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937392737,MINT AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Elling Holsts gate 5,3022,DRAMMEN,DRAMMEN,3301,,,,2026-03-27,2026-04-10,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937393520,MELAND MOTORSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hollundsvegen 36,5427,URANGSVÅG,BØMLO,4613,,,,2026-03-11,2026-03-20,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937399456,JOHNSEN SOULUTIONS,47.810,Detaljhandel med motorvogner,,,,,ENK,Skrefjellvegen 16,4645,NODELAND,KRISTIANSAND,4204,,,,,2026-03-21,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937400756,ATAMANCHUK AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Storøra 4A,6600,SUNNDALSØRA,SUNNDAL,1563,,,,,2026-04-09,,,+4741283639,vano1997ataman@gmail.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937401396,JOSTEIN SLORBAK DIVERSE BRUKTE MASKINER,47.810,Detaljhandel med motorvogner,,,,,ENK,Damveien 9,1923,SØRUM,LILLESTRØM,3205,,,,,2026-04-09,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937402457,KRISTIANSAND CARAVAN OG FRITID AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stemmane 10,4636,KRISTIANSAND S,KRISTIANSAND,4204,,,,2026-03-07,2026-03-23,,,,,False,,1000000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937405987,JÆREN CARAVANSERVICE AS KONKURSBO,47.810,Detaljhandel med motorvogner,,,,,KBO,Breimyra 9,4344,BRYNE,TIME,1121,4306,SANDNES,,2026-03-20,2026-03-23,,,,,False,,,,,,,,True,False,False,False,False,1,2026-04-11
937420285,FIRST AUTO TØNSBERG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Masløveien 33,3133,DUKEN,FÆRDER,3911,,,,2026-03-03,2026-03-25,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937421397,MEA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ole Blix' gate 4,4015,STAVANGER,STAVANGER,1103,,,,2026-03-05,2026-03-25,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937424515,WINDROSE NORGE AS,46.710,Engroshandel med motorvogner,,,,,AS,Gallebergveien 34,3070,SANDE I VESTFOLD,HOLMESTRAND,3903,,,,2026-02-27,2026-03-25,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937432305,CARVEX AS,47.810,Detaljhandel med motorvogner,,,,,AS,Røstadlia øvre 6A,7609,LEVANGER,LEVANGER,5037,,,,2026-01-29,2026-03-26,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937433182,FARMEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Skytterveien 200,1386,ASKER,ASKER,3203,,,,2026-02-24,2026-03-30,,,917 03 090,,False,,100000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937442297,UNIQ AUTO GROUP AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stolvstadlia 7A,2360,RUDSHØGDA,RINGSAKER,3411,,,,2026-01-14,2026-03-27,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937446527,NILS AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Skaramarka 23A,4326,SANDNES,SANDNES,1108,,,,2026-01-28,2026-03-27,,,452 71 344,03elmin@gmail.com,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937449577,LARSEN BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Ullstindvegen 1299,9023,KROKELVDALEN,TROMSØ,5501,,,,,2026-03-28,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937451865,URBAN MOTORS AS,47.810,Detaljhandel med motorvogner,,,,,AS,Trondheimsvegen - Kløfta 70,2040,KLØFTA,ULLENSAKER,3209,,,,2026-03-03,2026-03-30,,,,,False,,150000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937452683,RK AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ekebergveien 48,1912,ENEBAKK,ENEBAKK,3220,,,,2026-03-03,2026-03-30,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937459831,VELQUOR MOTION AS,47.810,Detaljhandel med motorvogner,,,,,AS,Lyngneset 27B,5302,STRUSSHAMN,ASKØY,4627,,,,2026-03-17,2026-03-31,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
937467346,JENSEN AUTO,47.810,Detaljhandel med motorvogner,,,,,ENK,Krokåsvegen 42,5308,KLEPPESTØ,ASKØY,4627,,,,,2026-04-01,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937474008,UNCLE DAVES HEGGE,47.810,Detaljhandel med motorvogner,,,,,ENK,Homlenvegen 28,2072,DAL,EIDSVOLL,3240,,,,,2026-04-04,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937483155,KOWALIK CAR EXPORT NORWAY,47.810,Detaljhandel med motorvogner,,,,,ENK,Hoffsveien 30,0275,OSLO,OSLO,0301,,,,,2026-04-07,,,,,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
937484364,AURORA MOBILIY AS,47.810,Detaljhandel med motorvogner,,,,,AS,Skjebergveien 169B,1743,KLAVESTADHAUGEN,SARPSBORG,3105,,,,2026-03-02,2026-04-08,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937485158,NHBIL-OUTLET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hjeravegen 70,2072,DAL,EIDSVOLL,3240,,,,2026-03-25,2026-04-08,,,,,False,,30000.00,Aksjekapital,NOK,,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
937566794,STYLE AUTO AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Svarthagsveien 2,1543,VESTBY,VESTBY,3216,,,8,1985-02-25,1995-02-19,www.styleauto.no,64 98 33 33,,epost@styleauto.no,False,,700000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937665393,HEGRE AUTO AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,47.820,Detaljhandel med deler og utstyr til motorvogner,AS,Gamleveien 81-83,4315,SANDNES,SANDNES,1108,4301,SANDNES,28,1986-01-02,1995-02-19,,51678877,,,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937665482,TOYOTA SØRVEST AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,47.820,Detaljhandel med deler og utstyr til motorvogner,AS,Vestre Svanholmen 9,4313,SANDNES,SANDNES,1108,4394,SANDNES,123,1986-01-02,1995-02-19,www.toyotasorvest.no,51 82 25 00,,post@sorvest.toyota.no,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
937698917,MOTOR FORUM AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Yttersøveien 1,3274,LARVIK,LARVIK,3909,3255,LARVIK,17,1985-12-03,1995-02-19,,33 16 50 80,,larvik@motorforum.no,True,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937703171,ALBJERK BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ingeniør Rybergs gate 100,3027,DRAMMEN,DRAMMEN,3301,3007,DRAMMEN,,1985-12-05,1995-03-12,,32 24 33 00,,,True,,2592000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
937823673,BILKJØP STØHLMACHER & CO ANS,47.810,Detaljhandel med motorvogner,,,,,ANS,Wirichs gate 2C,3732,SKIEN,SKIEN,4003,3731,SKIEN,,1989-12-20,1995-02-19,,,,,False,,,,,,2300,Personlige foretak,False,True,False,False,False,,2026-04-11
938024855,GRUA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hadelandsvegen 1469,2742,GRUA,LUNNER,3234,,,10,1990-01-02,1995-02-19,www.grua-auto.no,61 32 49 00,,,False,,2000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
938055157,AUTO INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Grorudveien 55,0976,OSLO,OSLO,0301,2770,JAREN,,1985-11-21,1995-02-19,,61 33 27 50,,,False,,290000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
938248281,BERGEN CARAVAN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hylkjeflaten 1,5109,HYLKJE,BERGEN,4601,,,27,1986-03-11,1995-03-12,,,,,False,,2100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
938334544,SUZUKI BILIMPORT AS,46.710,Engroshandel med motorvogner,,,,,AS,Øvre Eikervei 77,3048,DRAMMEN,DRAMMEN,3301,3005,DRAMMEN,,1983-11-08,1995-02-19,,,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
938381046,OSCAR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bestumveien 42H,0281,OSLO,OSLO,0301,,,,1985-09-05,1995-02-19,,,,,False,,500000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
938461619,S RØDSTEN BILFORRETNING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Solheimsveien 1,5462,HERØYSUNDET,KVINNHERAD,4617,,,13,1986-01-02,1995-02-19,,,,,False,,781000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
939188282,TOR & BJØRNS AUTOSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Storåkeren 9,9411,HARSTAD,HARSTAD,5503,9498,HARSTAD,8,1986-04-26,1995-02-19,,95 01 84 00,,bjornare@tb-autoservice.no,False,,450000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
939219498,SVEEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,,6650,SURNADAL,SURNADAL,1566,6652,SURNADAL,20,1985-12-27,1995-02-19,,,,,False,,790000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
939231978,GRONG BILSERVICE AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,,7870,GRONG,GRONG,5045,7870,GRONG,8,1985-11-06,1995-02-19,,74 33 01 00,,,False,,280000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
939259317,BERGE MOTOR AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Industriveien 8A,6517,KRISTIANSUND N,KRISTIANSUND,1505,,,,1986-01-02,1995-03-12,,71 58 27 50,,,False,,6600000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
939295070,TOYOTA SOTRA AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Bleivassvegen 1,5347,ÅGOTNES,ØYGARDEN,4626,5346,ÅGOTNES,28,1985-12-17,1995-03-12,,,,post.sotra@toyota.no,True,,1840000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
940025400,ROBERTSEN & SOLBERG BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Tinnegrendvegen 91,3683,NOTODDEN,NOTODDEN,4005,,,,1986-08-01,1995-02-19,,35 01 25 20,,,False,,430000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
940283280,AUTOSALG AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Hermann Dahls gate 1,9801,VADSØ,VADSØ,5607,9811,VADSØ,18,1986-09-06,1995-03-12,,78952915,,,True,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
940928095,SØLVBERG HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,,6770,NORDFJORDEID,STAD,4649,,,,1986-10-15,1995-02-19,,57 86 01 19,,,False,,550000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
941030971,VESTIN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Jernbanegata 5,2406,ELVERUM,ELVERUM,3420,2405,ELVERUM,,1986-10-21,1995-02-19,,,,,False,,840000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
941493785,Intema A/S,47.810,Detaljhandel med motorvogner,,,,,AS,Folkvangveien 20,1348,RYKKINN,BÆRUM,3201,,,,1986-07-01,1995-02-19,,22 22 56 56,934 55 565,,False,,800000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
941528600,MOBILE GJØVIK AS,47.810,Detaljhandel med motorvogner,,,,,AS,Damsletta 1,2827,HUNNDALEN,GJØVIK,3407,,,20,1986-09-01,1995-03-12,mobile.no,61 13 36 00,,gjovik@mobile.no,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
941575935,ARENDAL KAROSSERI AS,47.810,Detaljhandel med motorvogner,,,,,AS,Rødstien 10,4823,NEDENES,ARENDAL,4203,,,,1986-10-14,1995-02-19,,,,fcvolmert@gmail.com,False,,105000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
941768415,OKKENHAUG BIL AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Tungasletta 18,7047,TRONDHEIM,TRONDHEIM,5001,,,,1986-11-07,1995-02-19,,73 80 40 00,,ina@okkenhaug.no,False,,110000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
942183828,LONE BILOPPRETTING ANS,47.810,Detaljhandel med motorvogner,,,,,ANS,Loneleitet,5260,INDRE ARNA,BERGEN,4601,5260,INDRE ARNA,,1990-07-05,1995-02-19,,,,,False,,,,,2002,2300,Personlige foretak,False,True,False,True,False,,2026-04-11
942217870,POLAR BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Rosenholmveien 40,1414,TROLLÅSEN,NORDRE FOLLO,3207,1411,KOLBOTN,,1986-11-12,1995-03-12,,66 80 65 66,,,False,,750000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
942586981,FINN TANDBERG,47.810,Detaljhandel med motorvogner,,,,,ENK,Kirkeveien 109,4817,HIS,ARENDAL,4203,,,,,1995-02-19,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
943157693,KONGSBERG CARAVAN Nørsterud,47.810,Detaljhandel med motorvogner,,,,,ENK,Bævergrendveien 200,3614,KONGSBERG,KONGSBERG,3303,,,,,1995-02-19,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
943196540,HAUGSTAD SOL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Lagårdsvegen 12,4362,VIGRESTAD,HÅ,1119,,,,1987-05-25,1995-02-19,,51 43 78 55,,armahau@online.no,False,,360000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
943415811,SAX AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Buskerudveien 124,3027,DRAMMEN,DRAMMEN,3301,,,,1987-01-02,1995-02-19,www.saxegaardauto.no,32 82 95 00,99565900,,False,,33000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
943416893,MOBILE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stasjonsveien 18,1396,BILLINGSTAD,ASKER,3203,,,53,1987-01-02,1995-03-12,,67 49 48 00,,,True,,100000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
943646554,MOTOR GRUPPEN DETALJ AS,47.810,Detaljhandel med motorvogner,,,,,AS,Østre Aker vei 62,0581,OSLO,OSLO,0301,0504,OSLO,9,1987-02-06,1995-02-19,,23 37 61 00,,,True,,43500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
943815593,ULSTEIN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,,6065,ULSTEINVIK,ULSTEIN,1516,6067,ULSTEINVIK,13,1987-04-28,1995-03-12,,70 01 74 20,,,True,,648900.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
943839689,BILPLANETEN AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,AS,Rukkedalsvegen 446,3540,NESBYEN,NESBYEN,3322,,,13,1987-06-12,1995-03-12,www.bilplaneten.no,32 08 64 00,,,False,,2100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,2,2026-04-11
943997233,HORGE INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Valdresvegen 3E,2900,FAGERNES,NORD-AURDAL,3451,,,,1987-07-03,1995-02-19,,61 36 69 10,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
944019502,MOTOR FORUM AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Svanholmen 23,4313,SANDNES,SANDNES,1108,4079,STAVANGER,44,1987-07-08,1995-03-12,,51 82 78 70,,lars.ola.solstad@motorforum.no,True,,9000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,3,2026-04-11
944080627,SENTRUM AUTO AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Mellomvika 3,8622,MO I RANA,RANA,1833,8601,MO I RANA,10,1987-08-19,1995-02-19,www.sentrum-auto.no,75 13 99 60,,steinar.skaren@sentrum-auto.no,True,,625000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
944698868,J P RACING Petter Nilsen,47.810,Detaljhandel med motorvogner,,,,,ENK,Skjebergveien 135,1743,KLAVESTADHAUGEN,SARPSBORG,3105,1740,BORGENHAUGEN,,,1995-02-19,,69 97 06 40,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
945519975,ANDERS EIDE,46.710,Engroshandel med motorvogner,,,,,ENK,Granveien 8A,1394,NESBRU,ASKER,3203,1379,NESBRU,,,1995-02-20,,66 84 72 62,48268797,anderseide@hotmail.com,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
945722525,MILA BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Brugata 17,2500,TYNSET,TYNSET,3427,,,8,1987-08-01,1995-02-19,,62 48 48 20,,willy.hornseth@mila-bil.no,False,,102000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
945784962,KVALØ'S BILOMSETTNING,47.810,Detaljhandel med motorvogner,,,,,ENK,Torpveien 29B,1389,HEGGEDAL,ASKER,3203,,,,,1995-02-19,,66 79 59 73,,b-th.kv@online.no,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,1,2026-04-11
945800232,TOYOTA HØNEFOSS AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Osloveien 4,3511,HØNEFOSS,RINGERIKE,3305,3501,HØNEFOSS,44,1988-01-02,1995-02-19,,32 17 05 00,,,True,,990000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,3,2026-04-11
946131237,BARKÅS BIL OG BÅT v/Tom O. Barkås,47.810,Detaljhandel med motorvogner,,,,,ENK,Ulverudgata 4B,3057,SOLBERGELVA,DRAMMEN,3301,,,,,1995-02-19,,32 23 02 72,90556995,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
946510939,Sande Auto A/S,47.810,Detaljhandel med motorvogner,,,,,AS,Litleåsvegen 61,5132,NYBORG,BERGEN,4601,5879,BERGEN,29,1988-03-11,1995-02-19,www.sandegruppen.no,55 19 75 00,,,True,,901000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
947249967,MOTORPOOL HANDEL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bergerveien 5,1396,BILLINGSTAD,ASKER,3203,,,49,1988-05-03,1995-03-12,www.motorpool.no,67 80 72 00,,post@motorpool.no,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
947385836,SVEES MASKINFORMIDLING,46.710,Engroshandel med motorvogner,,,,,ENK,Aspsveveien 38,7125,VANVIKAN,INDRE FOSEN,5054,,,,,1995-02-19,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
947589342,Hansen Bilomsetning,47.810,Detaljhandel med motorvogner,,,,,ENK,Dalesletta 2,6440,ELNESVÅGEN,HUSTADVIKA,1579,,,,,1995-02-19,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
947782959,BILTREND TROMSØ AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Solstrand,9020,TROMSDALEN,TROMSØ,5501,9283,TROMSØ,45,1988-07-07,1995-02-19,,97 49 30 00,930 23 241,sverre@biltrend.no,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
948197790,ANS HUSMANN,47.810,Detaljhandel med motorvogner,,,,,ANS,Henckels gate 22,3613,KONGSBERG,KONGSBERG,3303,,,,1988-04-01,1995-02-19,,,90858897,,False,,,,,,2300,Personlige foretak,False,True,False,False,False,1,2026-04-11
948344211,GUSTAVSENS AUTOSALG,47.810,Detaljhandel med motorvogner,,,,,ENK,Borggata 21,1608,FREDRIKSTAD,FREDRIKSTAD,3107,,,,,1995-02-19,,909 10 055,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
950090413,AUTOSTRADA NOTODDEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Merdevegen 8B,3676,NOTODDEN,NOTODDEN,4005,,,15,1988-11-01,1995-02-19,,35 02 70 00,,,False,,950000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
950160675,MOBILE BØ AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gvarvvegen 83,3801,BØ I TELEMARK,MIDT-TELEMARK,4020,,,16,1988-12-01,1995-02-19,,35 06 19 99,,,True,,5050000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
950203978,TEKNO MASKIN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bjertnesvegen 34,2166,OPPAKER,NES,3228,,,19,1988-11-30,1995-03-12,www.teknomaskin.no,63 91 19 80,,post@teknomaskin.no,False,,5600000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
950405619,ODDA BILSENTER AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Vorravegen 38,5750,ODDA,ULLENSVANG,4618,,,14,1988-12-21,1995-03-12,www.odda-bilsenter.no,53 65 04 10,909 47 273,nils.elje@moller.no,False,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
